Index,Headline,Sentiment_label
932,"UK construction output at record low",NEG
933,"UK retail sales plummet to historic lows",NEG
934,"UK unemployment claims soar to 1.8m",NEG
935,"UK government borrowing hits record £62bn",NEG
936,"UK economy shrinks at fastest pace in a century",NEG
937,"UK retail sales drop by 18.4% in April",NEG
938,"UK manufacturing PMI at lowest level in decades",NEG
939,"UK services sector activity at lowest since 1996",NEG
940,"UK construction PMI at historic low",NEG
941,"UK retail footfall plummets 85% in April",NEG
942,"UK GDP contracts by 20.4% in April",NEG
943,"UK retail sales slump by 19.1% in April",NEG
944,"UK manufacturing output crashes in April",NEG
945,"UK services PMI at all-time low",NEG
946,"UK construction output at lowest level in decades",NEG
947,"UK retail sales plummet by 20% in April",NEG
948,"UK unemployment claims soar to 1.8m",NEG
949,"UK government borrowing hits £51.7bn in April",NEG
950,"UK economy shrinks at unprecedented rate",NEG
951,"UK retail sales drop to lowest in decades",NEG
952,"UK manufacturing PMI at record low",NEG
953,"UK services sector activity at historic low",NEG
954,"UK construction PMI at lowest level ever",NEG
955,"UK retail footfall plummets 85% in April",NEG
956,"UK GDP contracts by 20.4% in April",NEG
957,"UK retail sales slump by 19.1% in April",NEG
958,"UK manufacturing output crashes to lowest in 30 years",NEG
959,"UK services PMI at lowest level since 1996",NEG
960,"UK construction output at historic low",NEG
961,"UK retail sales crash by 20% in April",NEG
962,"UK unemployment claims surge by 856,000",NEG
963,"UK economy faces deepest recession in centuries",NEG
964,"UK retail sales plummet by 18.1% in April",NEG
965,"UK manufacturing sector at lowest level ever",NEG
966,"UK services sector sees unprecedented collapse",NEG
967,"UK construction PMI at all-time low",NEG
968,"UK retail footfall down 90% in April",NEG
969,"UK GDP shrinks by 20% in April",NEG
970,"UK retail sales drop by 19.1% in April",NEG
971,"UK manufacturing output at lowest since 2008",NEG
972,"UK services PMI at historic low",NEG
973,"UK construction output at record low",NEG
974,"UK retail sales plummet to historic lows",NEG
975,"UK unemployment claims soar to 1.8m",NEG
976,"UK government borrowing hits record £62bn",NEG
977,"UK economy shrinks at fastest pace in a century",NEG
978,"UK retail sales drop by 18.4% in April",NEG
979,"UK manufacturing PMI at lowest level in decades",NEG
980,"UK services sector activity at lowest since 1996",NEG
981,"UK construction PMI at historic low",NEG
982,"UK retail footfall plummets 85% in April",NEG
983,"UK GDP contracts by 20.4% in April",NEG
984,"UK retail sales slump by 19.1% in April",NEG
985,"UK manufacturing output crashes in April",NEG
986,"UK services PMI at all-time low",NEG
987,"UK construction output at lowest level in decades",NEG
988,"UK retail sales plummet by 20% in April",NEG
989,"UK unemployment claims soar to 1.8m",NEG
990,"UK government borrowing hits £51.7bn in April",NEG
991,"UK economy shrinks at unprecedented rate",NEG
992,"UK retail sales drop to lowest in decades",NEG
993,"UK manufacturing PMI at record low",NEG
994,"UK services sector activity at historic low",NEG
995,"UK construction PMI at lowest level ever",NEG
996,"UK retail footfall plummets 85% in April",NEG
997,"UK GDP contracts by 20.4% in April",NEG
998,"UK retail sales slump by 19.1% in April",NEG
999,"UK manufacturing output crashes to lowest in 30 years",NEG
1000,"UK services PMI at lowest level since 1996",NEG
1001,"UK construction output at historic low",NEG
1002,"UK retail sales crash by 20% in April",NEG
1003,"UK unemployment claims surge by 856,000",NEG
1004,"UK economy faces deepest recession in centuries",NEG
1005,"UK retail sales plummet by 18.1% in April",NEG
1006,"UK manufacturing sector at lowest level ever",NEG
1007,"UK services sector sees unprecedented collapse",NEG
1008,"UK construction PMI at all-time low",NEG
1009,"UK retail footfall down 90% in April",NEG
1010,"UK GDP shrinks by 20% in April",NEG
1011,"UK retail sales drop by 19.1% in April",NEG
1012,"UK manufacturing output at lowest since 2008",NEG
1013,"UK services PMI at historic low",NEG
1014,"UK construction output at record low",NEG
1015,"UK retail sales plummet to historic lows",NEG
1016,"UK unemployment claims soar to 1.8m",NEG
1017,"UK government borrowing hits record £62bn",NEG
1018,"UK economy shrinks at fastest pace in a century",NEG
1019,"UK retail sales drop by 18.4% in April",NEG
1020,"UK manufacturing PMI at lowest level in decades",NEG
1021,"UK services sector activity at lowest since 1996",NEG
1022,"UK construction PMI at historic low",NEG
1023,"UK retail footfall plummets 85% in April",NEG
1024,"UK GDP contracts by 20.4% in April",NEG
1025,"UK retail sales slump by 19.1% in April",NEG
1026,"UK manufacturing output crashes in April",NEG
1027,"UK services PMI at all-time low",NEG
1028,"UK construction output at lowest level in decades",NEG
1029,"UK retail sales plummet by 20% in April",NEG
1030,"UK unemployment claims soar to 1.8m",NEG
1031,"UK government borrowing hits £51.7bn in April",NEG
1032,"UK economy shrinks at unprecedented rate",NEG
1033,"UK retail sales drop to lowest in decades",NEG
1034,"UK manufacturing PMI at record low",NEG
1035,"UK services sector activity at historic low",NEG
1036,"UK construction PMI at lowest level ever",NEG
1037,"UK retail footfall plummets 85% in April",NEG
1038,"UK GDP contracts by 20.4% in April",NEG
1039,"UK retail sales slump by 19.1% in April",NEG
1040,"UK manufacturing output crashes to lowest in 30 years",NEG
1041,"UK services PMI at lowest level since 1996",NEG
1042,"UK construction output at historic low",NEG
1043,"UK retail sales crash by 20% in April",NEG
1044,"UK unemployment claims surge by 856,000",NEG
1045,"UK economy faces deepest recession in centuries",NEG
1046,"UK retail sales plummet by 18.1% in April",NEG
1047,"UK manufacturing sector at lowest level ever",NEG
1048,"UK services sector sees unprecedented collapse",NEG
1049,"UK construction PMI at all-time low",NEG
1050,"UK retail footfall down 90% in April",NEG
1051,"UK GDP shrinks by 20% in April",NEG
1052,"UK retail sales drop by 19.1% in April",NEG
1053,"UK manufacturing output at lowest since 2008",NEG
1054,"UK services PMI at historic low",NEG
1055,"UK construction output at record low",NEG
1056,"UK retail sales plummet to historic lows",NEG
1057,"UK unemployment claims soar to 1.8m",NEG
1058,"UK government borrowing hits record £62bn",NEG
1059,"UK economy shrinks at fastest pace in a century",NEG
1060,"UK retail sales drop by 18.4% in April",NEG
1061,"UK manufacturing PMI at lowest level in decades",NEG
1062,"UK services sector activity at lowest since 1996",NEG
1063,"UK construction PMI at historic low",NEG
1064,"UK retail footfall plummets 85% in April",NEG
1065,"UK GDP contracts by 20.4% in April",NEG
1066,"UK retail sales slump by 19.1% in April",NEG
1067,"UK manufacturing output crashes in April",NEG
1068,"UK services PMI at all-time low",NEG
1069,"UK construction output at lowest level in decades",NEG
1070,"UK retail sales plummet by 20% in April",NEG
1071,"UK unemployment claims soar to 1.8m",NEG
1072,"UK government borrowing hits £51.7bn in April",NEG
1073,"UK economy shrinks at unprecedented rate",NEG
1074,"UK retail sales drop to lowest in decades",NEG
1075,"UK manufacturing PMI at record low",NEG
1076,"UK services sector activity at historic low",NEG
1077,"UK construction PMI at lowest level ever",NEG
1078,"UK retail footfall plummets 85% in April",NEG
1079,"UK GDP contracts by 20.4% in April",NEG
1080,"UK retail sales slump by 19.1% in April",NEG
1081,"UK manufacturing output crashes to lowest in 30 years",NEG
1082,"UK services PMI at lowest level since 1996",NEG
1083,"UK construction output at historic low",NEG
1084,"UK retail sales crash by 20% in April",NEG
1085,"UK unemployment claims surge by 856,000",NEG
1086,"UK economy faces deepest recession in centuries",NEG
1087,"UK retail sales plummet by 18.1% in April",NEG
1088,"UK manufacturing sector at lowest level ever",NEG
1089,"UK services sector sees unprecedented collapse",NEG
1090,"UK construction PMI at all-time low",NEG
1091,"UK retail footfall down 90% in April",NEG
1092,"UK GDP shrinks by 20% in April",NEG
1093,"UK retail sales drop by 19.1% in April",NEG
1094,"UK manufacturing output at lowest since 2008",NEG
1095,"UK services PMI at historic low",NEG
1096,"UK construction output at record low",NEG
1097,"UK retail sales plummet to historic lows",NEG
1098,"UK unemployment claims soar to 1.8m",NEG
1099,"UK government borrowing hits record £62bn",NEG
1100,"UK economy shrinks at fastest pace in a century",NEG
1101,"UK retail sales drop by 18.4% in April",NEG
1102,"UK manufacturing PMI at lowest level in decades",NEG
1103,"UK services sector activity at lowest since 1996",NEG
1104,"UK construction PMI at historic low",NEG
1105,"UK retail footfall plummets 85% in April",NEG
1106,"UK GDP contracts by 20.4% in April",NEG
1107,"UK retail sales slump by 19.1% in April",NEG
1108,"UK manufacturing output crashes in April",NEG
1109,"UK services PMI at all-time low",NEG
1110,"UK construction output at lowest level in decades",NEG
1111,"UK retail sales plummet by 20% in April",NEG
1112,"UK unemployment claims soar to 1.8m",NEG
1113,"UK government borrowing hits £51.7bn in April",NEG
1114,"UK economy shrinks at unprecedented rate",NEG
1115,"UK retail sales drop to lowest in decades",NEG
1116,"UK manufacturing PMI at record low",NEG
1117,"UK services sector activity at historic low",NEG
1118,"UK construction PMI at lowest level ever",NEG
1119,"UK retail footfall plummets 85% in April",NEG
1120,"UK GDP contracts by 20.4% in April",NEG
1121,"UK retail sales slump by 19.1% in April",NEG
1122,"UK manufacturing output crashes to lowest in 30 years",NEG
1123,"UK services PMI at lowest level since 1996",NEG
1124,"UK construction output at historic low",NEG
1125,"UK retail sales crash by 20% in April",NEG
1126,"UK unemployment claims surge by 856,000",NEG
1127,"UK economy faces deepest recession in centuries",NEG
1128,"UK retail sales plummet by 18.1% in April",NEG
1129,"UK manufacturing sector at lowest level ever",NEG
1130,"UK services sector sees unprecedented collapse",NEG
1131,"UK construction PMI at all-time low",NEG
1132,"UK retail footfall down 90% in April",NEG
1133,"UK GDP shrinks by 20% in April",NEG
1134,"UK retail sales drop by 19.1% in April",NEG
1135,"UK manufacturing output at lowest since 2008",NEG
1136,"UK services PMI at historic low",NEG
1137,"UK construction output at record low",NEG
1138,"UK retail sales plummet to historic lows",NEG
1139,"UK unemployment claims soar to 1.8m",NEG
1140,"UK government borrowing hits record £62bn",NEG
1141,"UK economy shrinks at fastest pace in a century",NEG
1142,"UK retail sales drop by 18.4% in April",NEG
1143,"UK manufacturing PMI at lowest level in decades",NEG
1144,"UK services sector activity at lowest since 1996",NEG
1145,"UK construction PMI at historic low",NEG
1146,"UK retail footfall plummets 85% in April",NEG
1147,"UK GDP contracts by 20.4% in April",NEG
1148,"UK retail sales slump by 19.1% in April",NEG
1149,"UK manufacturing output crashes in April",NEG
1150,"UK services PMI at all-time low",NEG
1151,"UK construction output at lowest level in decades",NEG
1152,"UK retail sales plummet by 20% in April",NEG
1153,"UK unemployment claims soar to 1.8m",NEG
1154,"UK government borrowing hits £51.7bn in April",NEG
1155,"UK economy shrinks at unprecedented rate",NEG
1156,"UK retail sales drop to lowest in decades",NEG
1157,"UK manufacturing PMI at record low",NEG
1158,"UK services sector activity at historic low",NEG
1159,"UK construction PMI at lowest level ever",NEG
1160,"UK retail footfall plummets 85% in April",NEG
1161,"UK GDP contracts by 20.4% in April",NEG
1162,"UK retail sales slump by 19.1% in April",NEG
1163,"UK manufacturing output crashes to lowest in 30 years",NEG
1164,"UK services PMI at lowest level since 1996",NEG
1165,"UK construction output at historic low",NEG
1166,"UK retail sales crash by 20% in April",NEG
1167,"UK unemployment claims surge by 856,000",NEG
1168,"UK economy faces deepest recession in centuries",NEG
1169,"UK retail sales plummet by 18.1% in April",NEG
1170,"UK manufacturing sector at lowest level ever",NEG
1171,"UK services sector sees unprecedented collapse",NEG
1172,"UK construction PMI at all-time low",NEG
1173,"UK retail footfall down 90% in April",NEG
1174,"UK GDP shrinks by 20% in April",NEG
1175,"UK retail sales drop by 19.1% in April",NEG
1176,"UK manufacturing output at lowest since 2008",NEG
1177,"UK services PMI at historic low",NEG
1178,"UK construction output at record low",NEG
1179,"UK retail sales plummet to historic lows",NEG
1180,"UK unemployment claims soar to 1.8m",NEG
1181,"UK government borrowing hits record £62bn",NEG
1182,"UK economy shrinks at fastest pace in a century",NEG
1183,"UK retail sales drop by 18.4% in April",NEG
1184,"UK manufacturing PMI at lowest level in decades",NEG
1185,"UK services sector activity at lowest since 1996",NEG
1186,"UK construction PMI at historic low",NEG
1187,"UK retail footfall plummets 85% in April",NEG
1188,"UK GDP contracts by 20.4% in April",NEG
1189,"UK retail sales slump by 19.1% in April",NEG
1190,"UK manufacturing output crashes in April",NEG
1191,"UK services PMI at all-time low",NEG
1192,"UK construction output at lowest level in decades",NEG
1193,"UK retail sales plummet by 20% in April",NEG
1194,"UK unemployment claims soar to 1.8m",NEG
1195,"UK government borrowing hits £51.7bn in April",NEG
1196,"UK economy shrinks at unprecedented rate",NEG
1197,"UK retail sales drop to lowest in decades",NEG
1198,"UK manufacturing PMI at record low",NEG
1199,"UK services sector activity at historic low",NEG
1200,"UK construction PMI at lowest level ever",NEG
1201,"UK retail footfall plummets 85% in April",NEG
1202,"UK GDP contracts by 20.4% in April",NEG
1203,"UK retail sales slump by 19.1% in April",NEG
1204,"UK manufacturing output crashes to lowest in 30 years",NEG
1205,"UK services PMI at lowest level since 1996",NEG
1206,"UK construction output at historic low",NEG
1207,"UK retail sales crash by 20% in April",NEG
1208,"UK unemployment claims surge by 856,000",NEG
1209,"UK economy faces deepest recession in centuries",NEG
1210,"UK retail sales plummet by 18.1% in April",NEG
1211,"UK manufacturing sector at lowest level ever",NEG
1212,"UK services sector sees unprecedented collapse",NEG
1213,"UK construction PMI at all-time low",NEG
1214,"UK retail footfall down 90% in April",NEG
1215,"UK GDP shrinks by 20% in April",NEG
1216,"UK retail sales drop by 19.1% in April",NEG
1217,"UK manufacturing output at lowest since 2008",NEG
1218,"UK services PMI at historic low",NEG
1219,"UK construction output at record low",NEG
1220,"UK retail sales plummet to historic lows",NEG
1221,"UK unemployment claims soar to 1.8m",NEG
1222,"UK government borrowing hits record £62bn",NEG
1223,"UK economy shrinks at fastest pace in a century",NEG
1224,"UK retail sales drop by 18.4% in April",NEG
1225,"UK manufacturing PMI at lowest level in decades",NEG
1226,"UK services sector activity at lowest since 1996",NEG
1227,"UK construction PMI at historic low",NEG
1228,"UK retail footfall plummets 85% in April",NEG
1229,"UK GDP contracts by 20.4% in April",NEG
1230,"UK retail sales slump by 19.1% in April",NEG
1231,"UK manufacturing output crashes in April",NEG
1232,"UK services PMI at all-time low",NEG
1233,"UK construction output at lowest level in decades",NEG
1234,"UK retail sales plummet by 20% in April",NEG
1235,"UK unemployment claims soar to 1.8m",NEG
1236,"UK government borrowing hits £51.7bn in April",NEG
1237,"UK economy shrinks at unprecedented rate",NEG
1238,"UK retail sales drop to lowest in decades",NEG
1239,"UK manufacturing PMI at record low",NEG
1240,"UK services sector activity at historic low",NEG
1241,"UK construction PMI at lowest level ever",NEG
1242,"UK retail footfall plummets 85% in April",NEG
1243,"UK GDP contracts by 20.4% in April",NEG
1244,"UK retail sales slump by 19.1% in April",NEG
1245,"UK manufacturing output crashes to lowest in 30 years",NEG
1246,"UK services PMI at lowest level since 1996",NEG
1247,"UK construction output at historic low",NEG
1248,"UK retail sales crash by 20% in April",NEG
1249,"UK unemployment claims surge by 856,000",NEG
1250,"UK economy faces deepest recession in centuries",NEG
1251,"UK retail sales plummet by 18.1% in April",NEG
1252,"UK manufacturing sector at lowest level ever",NEG
1253,"UK services sector sees unprecedented collapse",NEG
1254,"UK construction PMI at all-time low",NEG
1255,"UK retail footfall down 90% in April",NEG
1256,"UK GDP shrinks by 20% in April",NEG
1257,"UK retail sales drop by 19.1% in April",NEG
1258,"UK manufacturing output at lowest since 2008",NEG
1259,"UK services PMI at historic low",NEG
1260,"UK construction output at record low",NEG
1261,"UK retail sales plummet to historic lows",NEG
1262,"UK unemployment claims soar to 1.8m",NEG
1263,"UK government borrowing hits record £62bn",NEG
1264,"UK economy shrinks at fastest pace in a century",NEG
1265,"UK retail sales drop by 18.4% in April",NEG
1266,"UK manufacturing PMI at lowest level in decades",NEG
1267,"UK services sector activity at lowest since 1996",NEG
1268,"UK construction PMI at historic low",NEG
1269,"UK retail footfall plummets 85% in April",NEG
1270,"UK GDP contracts by 20.4% in April",NEG
1271,"UK retail sales slump by 19.1% in April",NEG
1272,"UK manufacturing output crashes in April",NEG
1273,"UK services PMI at all-time low",NEG
1274,"UK construction output at lowest level in decades",NEG
1275,"UK retail sales plummet by 20% in April",NEG
1276,"UK unemployment claims soar to 1.8m",NEG
1277,"UK government borrowing hits £51.7bn in April",NEG
1278,"UK economy shrinks at unprecedented rate",NEG
1279,"UK retail sales drop to lowest in decades",NEG
1280,"UK manufacturing PMI at record low",NEG
1281,"UK services sector activity at historic low",NEG
1282,"UK construction PMI at lowest level ever",NEG
1283,"UK retail footfall plummets 85% in April",NEG
1284,"UK GDP contracts by 20.4% in April",NEG
1285,"UK retail sales slump by 19.1% in April",NEG
1286,"UK manufacturing output crashes to lowest in 30 years",NEG
1287,"UK services PMI at lowest level since 1996",NEG
1288,"UK construction output at historic low",NEG
1289,"UK retail sales crash by 20% in April",NEG
1290,"UK unemployment claims surge by 856,000",NEG
1291,"UK economy faces deepest recession in centuries",NEG
1292,"UK retail sales plummet by 18.1% in April",NEG
1293,"UK manufacturing sector at lowest level ever",NEG
1294,"UK services sector sees unprecedented collapse",NEG
1295,"UK construction PMI at all-time low",NEG
1296,"UK retail footfall down 90% in April",NEG
1297,"UK GDP shrinks by 20% in April",NEG
1298,"UK retail sales drop by 19.1% in April",NEG
1299,"UK manufacturing output at lowest since 2008",NEG
1300,"UK services PMI at historic low",NEG
1301,"UK construction output at record low",NEG
1302,"UK retail sales plummet to historic lows",NEG
1303,"UK unemployment claims soar to 1.8m",NEG
1304,"UK government borrowing hits record £62bn",NEG
1305,"UK economy shrinks at fastest pace in a century",NEG
1306,"UK retail sales drop by 18.4% in April",NEG
1307,"UK manufacturing PMI at lowest level in decades",NEG
1308,"UK services sector activity at lowest since 1996",NEG
1309,"UK construction PMI at historic low",NEG
1310,"UK retail footfall plummets 85% in April",NEG
1311,"UK GDP contracts by 20.4% in April",NEG
1312,"UK retail sales slump by 19.1% in April",NEG
1313,"UK manufacturing output crashes in April",NEG
1314,"UK services PMI at all-time low",NEG
1315,"UK construction output at lowest level in decades",NEG
1316,"UK retail sales plummet by 20% in April",NEG
1317,"UK unemployment claims soar to 1.8m",NEG
1318,"UK government borrowing hits £51.7bn in April",NEG
1319,"UK economy shrinks at unprecedented rate",NEG
1320,"UK retail sales drop to lowest in decades",NEG
1321,"UK manufacturing PMI at record low",NEG
1322,"UK services sector activity at historic low",NEG
1323,"UK construction PMI at lowest level ever",NEG
1324,"UK retail footfall plummets 85% in April",NEG
1325,"UK GDP contracts by 20.4% in April",NEG
1326,"UK retail sales slump by 19.1% in April",NEG
1327,"UK manufacturing output crashes to lowest in 30 years",NEG
1328,"UK services PMI at lowest level since 1996",NEG
1329,"UK construction output at historic low",NEG
1330,"UK retail sales crash by 20% in April",NEG
1331,"UK unemployment claims surge by 856,000",NEG
1332,"UK economy faces deepest recession in centuries",NEG
1333,"UK retail sales plummet by 18.1% in April",NEG
1334,"UK manufacturing sector at lowest level ever",NEG
1335,"UK services sector sees unprecedented collapse",NEG
1336,"UK construction PMI at all-time low",NEG
1337,"UK retail footfall down 90% in April",NEG
1338,"UK GDP shrinks by 20% in April",NEG
1339,"UK retail sales drop by 19.1% in April",NEG
1340,"UK manufacturing output at lowest since 2008",NEG
1341,"UK services PMI at historic low",NEG
1342,"UK construction output at record low",NEG
1343,"UK retail sales plummet to historic lows",NEG
1344,"UK unemployment claims soar to 1.8m",NEG
1345,"UK government borrowing hits record £62bn",NEG
1346,"UK economy shrinks at fastest pace in a century",NEG
1347,"UK retail sales drop by 18.4% in April",NEG
1348,"UK manufacturing PMI at lowest level in decades",NEG
1349,"UK services sector activity at lowest since 1996",NEG
1350,"UK construction PMI at historic low",NEG
1351,"UK retail footfall plummets 85% in April",NEG
1352,"UK GDP contracts by 20.4% in April",NEG
1353,"UK retail sales slump by 19.1% in April",NEG
1354,"UK manufacturing output crashes in April",NEG
1355,"UK services PMI at all-time low",NEG
1356,"UK construction output at lowest level in decades",NEG
1357,"UK retail sales plummet by 20% in April",NEG
1358,"UK unemployment claims soar to 1.8m",NEG
1359,"UK government borrowing hits £51.7bn in April",NEG
1360,"UK economy shrinks at unprecedented rate",NEG
1361,"UK retail sales drop to lowest in decades",NEG
1362,"UK manufacturing PMI at record low",NEG
1363,"UK services sector activity at historic low",NEG
1364,"UK construction PMI at lowest level ever",NEG
1365,"UK retail footfall plummets 85% in April",NEG
1366,"UK GDP contracts by 20.4% in April",NEG
1367,"UK retail sales slump by 19.1% in April",NEG
1368,"UK manufacturing output crashes to lowest in 30 years",NEG
1369,"UK services PMI at lowest level since 1996",NEG
1370,"UK construction output at historic low",NEG
1371,"UK retail sales crash by 20% in April",NEG
1372,"UK unemployment claims surge by 856,000",NEG
1373,"UK economy faces deepest recession in centuries",NEG
1374,"UK retail sales plummet by 18.1% in April",NEG
1375,"UK manufacturing sector at lowest level ever",NEG
1376,"UK services sector sees unprecedented collapse",NEG
1377,"UK construction PMI at all-time low",NEG
1378,"UK retail footfall down 90% in April",NEG
1379,"UK GDP shrinks by 20% in April",NEG
1380,"UK retail sales drop by 19.1% in April",NEG
1381,"UK manufacturing output at lowest since 2008",NEG
1382,"UK services PMI at historic low",NEG
1383,"UK construction output at record low",NEG
1384,"UK retail sales plummet to historic lows",NEG
1385,"UK unemployment claims soar to 1.8m",NEG
1386,"UK government borrowing hits record £62bn",NEG
1387,"UK economy shrinks at fastest pace in a century",NEG
1388,"UK retail sales drop by 18.4% in April",NEG
1389,"UK manufacturing PMI at lowest level in decades",NEG
1390,"UK services sector activity at lowest since 1996",NEG
1391,"UK construction PMI at historic low",NEG
1392,"UK retail footfall plummets 85% in April",NEG
1393,"UK GDP contracts by 20.4% in April",NEG
1394,"UK retail sales slump by 19.1% in April",NEG
1395,"UK manufacturing output crashes in April",NEG
1396,"UK services PMI at all-time low",NEG
1397,"UK construction output at lowest level in decades",NEG
1398,"UK retail sales plummet by 20% in April",NEG
1399,"UK unemployment claims soar to 1.8m",NEG
1400,"UK government borrowing hits £51.7bn in April",NEG
1401,"UK economy shrinks at unprecedented rate",NEG
1402,"UK retail sales drop to lowest in decades",NEG
1403,"UK manufacturing PMI at record low",NEG
1404,"UK services sector activity at historic low",NEG
1405,"UK construction PMI at lowest level ever",NEG
1406,"UK retail footfall plummets 85% in April",NEG
1407,"UK GDP contracts by 20.4% in April",NEG
1408,"UK retail sales slump by 19.1% in April",NEG
1409,"UK manufacturing output crashes to lowest in 30 years",NEG
1410,"UK services PMI at lowest level since 1996",NEG
1411,"UK construction output at historic low",NEG
1412,"UK retail sales crash by 20% in April",NEG
1413,"UK unemployment claims surge by 856,000",NEG
1414,"UK economy faces deepest recession in centuries",NEG
1415,"UK retail sales plummet by 18.1% in April",NEG
1416,"UK manufacturing sector at lowest level ever",NEG
1417,"UK services sector sees unprecedented collapse",NEG
1418,"UK construction PMI at all-time low",NEG
1419,"UK retail footfall down 90% in April",NEG
1420,"UK GDP shrinks by 20% in April",NEG
1421,"UK retail sales drop by 19.1% in April",NEG
1422,"UK manufacturing output at lowest since 2008",NEG
1423,"UK services PMI at historic low",NEG
1424,"UK construction output at record low",NEG
1425,"UK retail sales plummet to historic lows",NEG
1426,"UK unemployment claims soar to 1.8m",NEG
1427,"UK government borrowing hits record £62bn",NEG
1428,"UK economy shrinks at fastest pace in a century",NEG
1429,"UK retail sales drop by 18.4% in April",NEG
1430,"UK manufacturing PMI at lowest level in decades",NEG
1431,"UK services sector activity at lowest since 1996",NEG
1432,"UK construction PMI at historic low",NEG
1433,"UK retail footfall plummets 85% in April",NEG
1434,"UK GDP contracts by 20.4% in April",NEG
1435,"UK retail sales slump by 19.1% in April",NEG
1436,"UK manufacturing output crashes in April",NEG
1437,"UK services PMI at all-time low",NEG
1438,"UK construction output at lowest level in decades",NEG
1439,"UK retail sales plummet by 20% in April",NEG
1440,"UK unemployment claims soar to 1.8m",NEG
1441,"UK government borrowing hits £51.7bn in April",NEG
1442,"UK economy shrinks at unprecedented rate",NEG
1443,"UK retail sales drop to lowest in decades",NEG
1444,"UK manufacturing PMI at record low",NEG
1445,"UK services sector activity at historic low",NEG
1446,"UK construction PMI at lowest level ever",NEG
1447,"UK retail footfall plummets 85% in April",NEG
1448,"UK GDP contracts by 20% in April",NEG
1449,"UK retail sales drop by 19.1% in April",NEG
1450,"UK manufacturing output at lowest since 2008",NEG
1451,"UK services PMI at historic low",NEG
1452,"UK construction output at record low",NEG
1453,"UK retail sales plummet to historic lows",NEG
1454,"UK unemployment claims soar to 1.8m",NEG
1455,"UK government borrowing hits record £62bn",NEG
1456,"UK economy shrinks at fastest pace in a century",NEG
1457,"UK retail sales drop by 18.4% in April",NEG
1458,"UK manufacturing PMI at lowest level in decades",NEG
1459,"UK services sector activity at lowest since 1996",NEG
1460,"UK construction PMI at historic low",NEG
1461,"UK retail footfall plummets 85% in April",NEG
1462,"UK GDP contracts by 20.4% in April",NEG
1463,"UK retail sales slump by 19.1% in April",NEG
1464,"UK manufacturing output crashes in April",NEG
1465,"UK services PMI at all-time low",NEG
1466,"UK construction output at lowest level in decades",NEG
1467,"UK retail sales plummet by 20% in April",NEG
1468,"UK unemployment claim soar to 1.8m",NEG
1469,"UK government borrowing hits record £51.7bn in April",NEG
1470,"UK economy shrinks at unprecedented rate",NEG
1471,"UK retail sales drop to lowest in decades",NEG
1472,"UK manufacturing PMI at record low",NEG
1473,"UK services sector activity at historic low",NEG
1474,"UK construction PMI at lowest level ever",NEG
1475,"UK retail footfall plummets 85% in April",NEG
1476,"UK GDP contract by 20.4% in April",NEG
1477,"UK retail sales slump by 19.1% in April",NEG
1478,"UK manufacturing output crashes to lowest in 30 years",NEG
1479,"UK services PMI at lowest level since 1996",NEG
1480,"UK month's sale crash by20% to in April",NEG
1481,"UK unemployment claims surge by856,000",NEG
1482,"UK economy faces deepest recession in centuries",NEG
1483,"UK retail sales plummet by 18.1% in April",NEG
1484,"UK manufacturing sector at lowest level ever",NEG
1485,"UK services sector sees unprecedented collapse",NEG
1486,"UK construction PMI at all-time low",NEG
1487,"UK retail footfall down 90% in April",NEG
1488,"UK GDP shrinks by 20% in April",NEG
1489,"UK retail sales drop by 19.1% in April",NEG
1590,"UK manufacturing output at lowest since 2008",NEG
1491,"UK services PMI at historic low",NEG
1492,"UK construction output at record low",NEG
1493,"UK retail sales plummet to historic lows",NEG
1494,"UK unemployment claims soar to 1.8m",NEG
1495,"UK government borrowing hits record £62bn",NEG
1496,"UK economy shrinks at fastest pace in a century",NEG
1497,"UK retail sales drop by 18.4% in April",NEG
1498,"UK manufacturing PMI at lowest level in decades",NEG
1499,"UK services sector activity at lowest since 1996",NEG
1500,"UK construction PMI at historic low",NEG
1501,"UK retail footfall plummets 85% in April",NEG
1502,"UK GDP contracts by 20.4% in April",NEG
1503,"UK retail sales slump by 19.1% in April",NEG
1504,"UK manufacturing output crashes in April",NEG
1505,"UK services PMI at all-time low",NEG
1506,"UK construction output at lowest level in decades",NEG
1507,"UK retail sales plummet by 20% in April",NEG
1508,"UK unemployment claims soar to 1.8m",NEG
1509,"UK government borrowing hits record £51.7bn in April",NEG
1510,"UK economy shrinks to unprecedented rate",NEG
1511,"UK retail sales drop to lowest in decades",NEG
1512,"UK manufacturing PMI at record low",NEG
1513,"UK services sector activity at historic low",NEG
1514,"UK shop contraction at lowest level ever",NEG
1515,"UK retail footfall plummets 85% in April",NEG
1516,"UK GDP contracts by 20.4% in April",NEG
1517,"UK retail sales slump by 19.1% in April",NEG
1518,"UK manufacturing output crashes to lowest in 30 years",NEG
1519,"UK services PMI at lowest level since 1996",NEG
1520,"UK construction output at historic low",NEG
1521,"UK retail sales crash by 20% in April",NEG
1522,"UK unemployment claims surge by 856,000",NEG
1523,"UK economy faces deepest recession in centuries",NEG
1524,"UK retail sales plummet by 18.1% in April",NEG
1525,"UK manufacturing sector at lowest level ever",NEG
1526,"UK service sector sees unprecedented collapse",NEG
1527,"UK construction PMI at all-time low",NEG
1528,"UK retail footfall down 90% in April",NEG
