,Index,Headline,Sentiment_label,processed_text
805,805,UK retail sales plummet by 20% in April,NEG,uk retail sale plummet april
806,806,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
807,807,UK government borrowing hits £51.7bn in April,NEG,uk government borrowing hit april
808,808,UK economy shrinks at unprecedented rate,NEG,uk economy shrink unprecedented rate
809,809,UK retail sales drop to lowest in decades,NEG,uk retail sale drop lowest decade
810,810,UK manufacturing PMI at record low,NEG,pmi uk manufacturing record low
811,811,UK services sector activity at historic low,NEG,uk service sector activity historic low
812,812,UK construction PMI at lowest level ever,NEG,pmi uk construction lowest level ever
813,813,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
814,814,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
815,815,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
816,816,UK manufacturing output crashes to lowest in 30 years,NEG,uk manufacturing output crash lowest year
817,817,UK services PMI at lowest level since 1996,NEG,pmi uk service lowest level since
818,818,UK construction output at historic low,NEG,uk construction output historic low
819,819,UK retail sales crash by 20% in April,NEG,uk retail sale crash april
820,820,"UK unemployment claims surge by 856,000",NEG,uk unemployment claim surge
821,821,UK economy faces deepest recession in centuries,NEG,uk economy face deepest recession century
822,822,UK retail sales plummet by 18.1% in April,NEG,uk retail sale plummet april
823,823,UK manufacturing sector at lowest level ever,NEG,uk manufacturing sector lowest level ever
824,824,UK services sector sees unprecedented collapse,NEG,uk service sector see unprecedented collapse
825,825,UK construction PMI at all-time low,NEG,pmi uk construction low
826,826,UK retail footfall down 90% in April,NEG,uk retail footfall april
827,827,UK GDP shrinks by 20% in April,NEG,uk gdp shrink april
828,828,UK retail sales drop by 19.1% in April,NEG,uk retail sale drop april
829,829,UK manufacturing output at lowest since 2008,NEG,uk manufacturing output lowest since
830,830,UK services PMI at historic low,NEG,pmi uk service historic low
831,831,UK construction output at record low,NEG,uk construction output record low
832,832,UK retail sales plummet to historic lows,NEG,uk retail sale plummet historic low
833,833,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
834,834,UK government borrowing hits record £62bn,NEG,uk government borrowing hit record
835,835,UK economy shrinks at fastest pace in a century,NEG,uk economy shrink fastest pace century
836,836,UK retail sales drop by 18.4% in April,NEG,uk retail sale drop april
837,837,UK manufacturing PMI at lowest level in decades,NEG,pmi uk manufacturing lowest level decade
838,838,UK services sector activity at lowest since 1996,NEG,uk service sector activity lowest since
839,839,UK construction PMI at historic low,NEG,pmi uk construction historic low
840,840,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
841,841,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
842,842,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
843,843,UK manufacturing output crashes in April,NEG,uk manufacturing output crash april
844,844,UK services PMI at all-time low,NEG,pmi uk service low
845,845,UK construction output at lowest level in decades,NEG,uk construction output lowest level decade
846,846,UK retail sales plummet by 20% in April,NEG,uk retail sale plummet april
847,847,UK unemployment claims surge by 70%,NEG,uk unemployment claim surge
848,848,UK economy faces worst downturn since 1709,NEG,uk economy face worst downturn since
849,849,UK retail sales drop to lowest in 30 years,NEG,uk retail sale drop lowest year
850,850,UK manufacturing sector at lowest level ever,NEG,uk manufacturing sector lowest level ever
851,851,UK services sector sees record collapse,NEG,uk service sector see record collapse
852,852,UK construction PMI at historic low,NEG,pmi uk construction historic low
853,853,UK retail footfall down 90% in April,NEG,uk retail footfall april
854,854,UK GDP shrinks by 20% in April,NEG,uk gdp shrink april
855,855,UK retail sales crash by 18.1% in April,NEG,uk retail sale crash april
856,856,UK manufacturing output at lowest level since 1996,NEG,uk manufacturing output lowest level since
857,857,UK services sector activity collapses in April,NEG,uk service sector activity collapse april
858,858,UK construction PMI at all-time low,NEG,pmi uk construction low
859,859,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
860,860,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
861,861,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
862,862,UK manufacturing sector sees record contraction,NEG,uk manufacturing sector see record contraction
863,863,UK services PMI at historic low,NEG,pmi uk service historic low
864,864,UK construction output at record low,NEG,uk construction output record low
865,865,UK retail sales plummet by 20% in April,NEG,uk retail sale plummet april
866,866,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
867,867,UK government borrowing hits £51.7bn in April,NEG,uk government borrowing hit april
868,868,UK economy shrinks at unprecedented rate,NEG,uk economy shrink unprecedented rate
869,869,UK retail sales drop to lowest in decades,NEG,uk retail sale drop lowest decade
870,870,UK manufacturing PMI at record low,NEG,pmi uk manufacturing record low
871,871,UK services sector activity at historic low,NEG,uk service sector activity historic low
872,872,UK construction PMI at lowest level ever,NEG,pmi uk construction lowest level ever
873,873,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
874,874,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
875,875,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
876,876,UK manufacturing output crashes to lowest in 30 years,NEG,uk manufacturing output crash lowest year
877,877,UK services PMI at lowest level since 1996,NEG,pmi uk service lowest level since
878,878,UK construction output at historic low,NEG,uk construction output historic low
879,879,UK retail sales crash by 20% in April,NEG,uk retail sale crash april
880,880,"UK unemployment claims surge by 856,000",NEG,uk unemployment claim surge
881,881,UK economy faces deepest recession in centuries,NEG,uk economy face deepest recession century
882,882,UK retail sales plummet by 18.1% in April,NEG,uk retail sale plummet april
883,883,UK manufacturing sector at lowest level ever,NEG,uk manufacturing sector lowest level ever
884,884,UK services sector sees unprecedented collapse,NEG,uk service sector see unprecedented collapse
885,885,UK construction PMI at all-time low,NEG,pmi uk construction low
886,886,UK retail footfall down 90% in April,NEG,uk retail footfall april
887,887,UK GDP shrinks by 20% in April,NEG,uk gdp shrink april
888,888,UK retail sales drop by 19.1% in April,NEG,uk retail sale drop april
889,889,UK manufacturing output at lowest since 2008,NEG,uk manufacturing output lowest since
890,890,UK services PMI at historic low,NEG,pmi uk service historic low
891,891,UK construction output at record low,NEG,uk construction output record low
892,892,UK retail sales plummet to historic lows,NEG,uk retail sale plummet historic low
893,893,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
894,894,UK government borrowing hits record £62bn,NEG,uk government borrowing hit record
895,895,UK economy shrinks at fastest pace in a century,NEG,uk economy shrink fastest pace century
896,896,UK retail sales drop by 18.4% in April,NEG,uk retail sale drop april
897,897,UK manufacturing PMI at lowest level in decades,NEG,pmi uk manufacturing lowest level decade
898,898,UK services sector activity at lowest since 1996,NEG,uk service sector activity lowest since
899,899,UK construction PMI at historic low,NEG,pmi uk construction historic low
900,900,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
901,901,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
902,902,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
903,903,UK manufacturing output crashes in April,NEG,uk manufacturing output crash april
904,904,UK services PMI at all-time low,NEG,pmi uk service low
905,905,UK construction output at lowest level in decades,NEG,uk construction output lowest level decade
906,906,UK retail sales plummet by 20% in April,NEG,uk retail sale plummet april
907,907,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
908,908,UK government borrowing hits £51.7bn in April,NEG,uk government borrowing hit april
909,909,UK economy shrinks at unprecedented rate,NEG,uk economy shrink unprecedented rate
910,910,UK retail sales drop to lowest in decades,NEG,uk retail sale drop lowest decade
911,911,UK manufacturing PMI at record low,NEG,pmi uk manufacturing record low
912,912,UK services sector activity at historic low,NEG,uk service sector activity historic low
913,913,UK construction PMI at lowest level ever,NEG,pmi uk construction lowest level ever
914,914,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
915,915,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
916,916,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
917,917,UK manufacturing output crashes to lowest in 30 years,NEG,uk manufacturing output crash lowest year
918,918,UK services PMI at lowest level since 1996,NEG,pmi uk service lowest level since
919,919,UK construction output at historic low,NEG,uk construction output historic low
920,920,UK retail sales crash by 20% in April,NEG,uk retail sale crash april
921,921,"UK unemployment claims surge by 856,000",NEG,uk unemployment claim surge
922,922,UK economy faces deepest recession in centuries,NEG,uk economy face deepest recession century
923,923,UK retail sales plummet by 18.1% in April,NEG,uk retail sale plummet april
924,924,UK manufacturing sector at lowest level ever,NEG,uk manufacturing sector lowest level ever
925,925,UK services sector sees unprecedented collapse,NEG,uk service sector see unprecedented collapse
926,926,UK construction PMI at all-time low,NEG,pmi uk construction low
927,927,UK retail footfall down 90% in April,NEG,uk retail footfall april
928,928,UK GDP shrinks by 20% in April,NEG,uk gdp shrink april
929,929,UK retail sales drop by 19.1% in April,NEG,uk retail sale drop april
930,930,UK manufacturing output at lowest since 2008,NEG,uk manufacturing output lowest since
931,931,UK services PMI at historic low,NEG,pmi uk service historic low
932,932,UK construction output at record low,NEG,uk construction output record low
933,933,UK retail sales plummet to historic lows,NEG,uk retail sale plummet historic low
934,934,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
935,935,UK government borrowing hits record £62bn,NEG,uk government borrowing hit record
936,936,UK economy shrinks at fastest pace in a century,NEG,uk economy shrink fastest pace century
937,937,UK retail sales drop by 18.4% in April,NEG,uk retail sale drop april
938,938,UK manufacturing PMI at lowest level in decades,NEG,pmi uk manufacturing lowest level decade
939,939,UK services sector activity at lowest since 1996,NEG,uk service sector activity lowest since
940,940,UK construction PMI at historic low,NEG,pmi uk construction historic low
941,941,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
942,942,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
943,943,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
944,944,UK manufacturing output crashes in April,NEG,uk manufacturing output crash april
945,945,UK services PMI at all-time low,NEG,pmi uk service low
946,946,UK construction output at lowest level in decades,NEG,uk construction output lowest level decade
947,947,UK retail sales plummet by 20% in April,NEG,uk retail sale plummet april
948,948,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
949,949,UK government borrowing hits £51.7bn in April,NEG,uk government borrowing hit april
950,950,UK economy shrinks at unprecedented rate,NEG,uk economy shrink unprecedented rate
951,951,UK retail sales drop to lowest in decades,NEG,uk retail sale drop lowest decade
952,952,UK manufacturing PMI at record low,NEG,pmi uk manufacturing record low
953,953,UK services sector activity at historic low,NEG,uk service sector activity historic low
954,954,UK construction PMI at lowest level ever,NEG,pmi uk construction lowest level ever
955,955,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
956,956,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
957,957,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
958,958,UK manufacturing output crashes to lowest in 30 years,NEG,uk manufacturing output crash lowest year
959,959,UK services PMI at lowest level since 1996,NEG,pmi uk service lowest level since
960,960,UK construction output at historic low,NEG,uk construction output historic low
961,961,UK retail sales crash by 20% in April,NEG,uk retail sale crash april
962,962,"UK unemployment claims surge by 856,000",NEG,uk unemployment claim surge
963,963,UK economy faces deepest recession in centuries,NEG,uk economy face deepest recession century
964,964,UK retail sales plummet by 18.1% in April,NEG,uk retail sale plummet april
965,965,UK manufacturing sector at lowest level ever,NEG,uk manufacturing sector lowest level ever
966,966,UK services sector sees unprecedented collapse,NEG,uk service sector see unprecedented collapse
967,967,UK construction PMI at all-time low,NEG,pmi uk construction low
968,968,UK retail footfall down 90% in April,NEG,uk retail footfall april
969,969,UK GDP shrinks by 20% in April,NEG,uk gdp shrink april
970,970,UK retail sales drop by 19.1% in April,NEG,uk retail sale drop april
971,971,UK manufacturing output at lowest since 2008,NEG,uk manufacturing output lowest since
972,972,UK services PMI at historic low,NEG,pmi uk service historic low
973,973,UK construction output at record low,NEG,uk construction output record low
974,974,UK retail sales plummet to historic lows,NEG,uk retail sale plummet historic low
975,975,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
976,976,UK government borrowing hits record £62bn,NEG,uk government borrowing hit record
977,977,UK economy shrinks at fastest pace in a century,NEG,uk economy shrink fastest pace century
978,978,UK retail sales drop by 18.4% in April,NEG,uk retail sale drop april
979,979,UK manufacturing PMI at lowest level in decades,NEG,pmi uk manufacturing lowest level decade
980,980,UK services sector activity at lowest since 1996,NEG,uk service sector activity lowest since
981,981,UK construction PMI at historic low,NEG,pmi uk construction historic low
982,982,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
983,983,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
984,984,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
985,985,UK manufacturing output crashes in April,NEG,uk manufacturing output crash april
986,986,UK services PMI at all-time low,NEG,pmi uk service low
987,987,UK construction output at lowest level in decades,NEG,uk construction output lowest level decade
988,988,UK retail sales plummet by 20% in April,NEG,uk retail sale plummet april
989,989,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
990,990,UK government borrowing hits £51.7bn in April,NEG,uk government borrowing hit april
991,991,UK economy shrinks at unprecedented rate,NEG,uk economy shrink unprecedented rate
992,992,UK retail sales drop to lowest in decades,NEG,uk retail sale drop lowest decade
993,993,UK manufacturing PMI at record low,NEG,pmi uk manufacturing record low
994,994,UK services sector activity at historic low,NEG,uk service sector activity historic low
995,995,UK construction PMI at lowest level ever,NEG,pmi uk construction lowest level ever
996,996,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
997,997,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
998,998,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
999,999,UK manufacturing output crashes to lowest in 30 years,NEG,uk manufacturing output crash lowest year
1000,1000,UK services PMI at lowest level since 1996,NEG,pmi uk service lowest level since
1001,1001,UK construction output at historic low,NEG,uk construction output historic low
1002,1002,UK retail sales crash by 20% in April,NEG,uk retail sale crash april
1003,1003,"UK unemployment claims surge by 856,000",NEG,uk unemployment claim surge
1004,1004,UK economy faces deepest recession in centuries,NEG,uk economy face deepest recession century
1005,1005,UK retail sales plummet by 18.1% in April,NEG,uk retail sale plummet april
1006,1006,UK manufacturing sector at lowest level ever,NEG,uk manufacturing sector lowest level ever
1007,1007,UK services sector sees unprecedented collapse,NEG,uk service sector see unprecedented collapse
1008,1008,UK construction PMI at all-time low,NEG,pmi uk construction low
1009,1009,UK retail footfall down 90% in April,NEG,uk retail footfall april
1010,1010,UK GDP shrinks by 20% in April,NEG,uk gdp shrink april
1011,1011,UK retail sales drop by 19.1% in April,NEG,uk retail sale drop april
1012,1012,UK manufacturing output at lowest since 2008,NEG,uk manufacturing output lowest since
1013,1013,UK services PMI at historic low,NEG,pmi uk service historic low
1014,1014,UK construction output at record low,NEG,uk construction output record low
1015,1015,UK retail sales plummet to historic lows,NEG,uk retail sale plummet historic low
1016,1016,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1017,1017,UK government borrowing hits record £62bn,NEG,uk government borrowing hit record
1018,1018,UK economy shrinks at fastest pace in a century,NEG,uk economy shrink fastest pace century
1019,1019,UK retail sales drop by 18.4% in April,NEG,uk retail sale drop april
1020,1020,UK manufacturing PMI at lowest level in decades,NEG,pmi uk manufacturing lowest level decade
1021,1021,UK services sector activity at lowest since 1996,NEG,uk service sector activity lowest since
1022,1022,UK construction PMI at historic low,NEG,pmi uk construction historic low
1023,1023,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1024,1024,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1025,1025,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1026,1026,UK manufacturing output crashes in April,NEG,uk manufacturing output crash april
1027,1027,UK services PMI at all-time low,NEG,pmi uk service low
1028,1028,UK construction output at lowest level in decades,NEG,uk construction output lowest level decade
1029,1029,UK retail sales plummet by 20% in April,NEG,uk retail sale plummet april
1030,1030,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1031,1031,UK government borrowing hits £51.7bn in April,NEG,uk government borrowing hit april
1032,1032,UK economy shrinks at unprecedented rate,NEG,uk economy shrink unprecedented rate
1033,1033,UK retail sales drop to lowest in decades,NEG,uk retail sale drop lowest decade
1034,1034,UK manufacturing PMI at record low,NEG,pmi uk manufacturing record low
1035,1035,UK services sector activity at historic low,NEG,uk service sector activity historic low
1036,1036,UK construction PMI at lowest level ever,NEG,pmi uk construction lowest level ever
1037,1037,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1038,1038,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1039,1039,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1040,1040,UK manufacturing output crashes to lowest in 30 years,NEG,uk manufacturing output crash lowest year
1041,1041,UK services PMI at lowest level since 1996,NEG,pmi uk service lowest level since
1042,1042,UK construction output at historic low,NEG,uk construction output historic low
1043,1043,UK retail sales crash by 20% in April,NEG,uk retail sale crash april
1044,1044,"UK unemployment claims surge by 856,000",NEG,uk unemployment claim surge
1045,1045,UK economy faces deepest recession in centuries,NEG,uk economy face deepest recession century
1046,1046,UK retail sales plummet by 18.1% in April,NEG,uk retail sale plummet april
1047,1047,UK manufacturing sector at lowest level ever,NEG,uk manufacturing sector lowest level ever
1048,1048,UK services sector sees unprecedented collapse,NEG,uk service sector see unprecedented collapse
1049,1049,UK construction PMI at all-time low,NEG,pmi uk construction low
1050,1050,UK retail footfall down 90% in April,NEG,uk retail footfall april
1051,1051,UK GDP shrinks by 20% in April,NEG,uk gdp shrink april
1052,1052,UK retail sales drop by 19.1% in April,NEG,uk retail sale drop april
1053,1053,UK manufacturing output at lowest since 2008,NEG,uk manufacturing output lowest since
1054,1054,UK services PMI at historic low,NEG,pmi uk service historic low
1055,1055,UK construction output at record low,NEG,uk construction output record low
1056,1056,UK retail sales plummet to historic lows,NEG,uk retail sale plummet historic low
1057,1057,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1058,1058,UK government borrowing hits record £62bn,NEG,uk government borrowing hit record
1059,1059,UK economy shrinks at fastest pace in a century,NEG,uk economy shrink fastest pace century
1060,1060,UK retail sales drop by 18.4% in April,NEG,uk retail sale drop april
1061,1061,UK manufacturing PMI at lowest level in decades,NEG,pmi uk manufacturing lowest level decade
1062,1062,UK services sector activity at lowest since 1996,NEG,uk service sector activity lowest since
1063,1063,UK construction PMI at historic low,NEG,pmi uk construction historic low
1064,1064,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1065,1065,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1066,1066,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1067,1067,UK manufacturing output crashes in April,NEG,uk manufacturing output crash april
1068,1068,UK services PMI at all-time low,NEG,pmi uk service low
1069,1069,UK construction output at lowest level in decades,NEG,uk construction output lowest level decade
1070,1070,UK retail sales plummet by 20% in April,NEG,uk retail sale plummet april
1071,1071,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1072,1072,UK government borrowing hits £51.7bn in April,NEG,uk government borrowing hit april
1073,1073,UK economy shrinks at unprecedented rate,NEG,uk economy shrink unprecedented rate
1074,1074,UK retail sales drop to lowest in decades,NEG,uk retail sale drop lowest decade
1075,1075,UK manufacturing PMI at record low,NEG,pmi uk manufacturing record low
1076,1076,UK services sector activity at historic low,NEG,uk service sector activity historic low
1077,1077,UK construction PMI at lowest level ever,NEG,pmi uk construction lowest level ever
1078,1078,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1079,1079,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1080,1080,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1081,1081,UK manufacturing output crashes to lowest in 30 years,NEG,uk manufacturing output crash lowest year
1082,1082,UK services PMI at lowest level since 1996,NEG,pmi uk service lowest level since
1083,1083,UK construction output at historic low,NEG,uk construction output historic low
1084,1084,UK retail sales crash by 20% in April,NEG,uk retail sale crash april
1085,1085,"UK unemployment claims surge by 856,000",NEG,uk unemployment claim surge
1086,1086,UK economy faces deepest recession in centuries,NEG,uk economy face deepest recession century
1087,1087,UK retail sales plummet by 18.1% in April,NEG,uk retail sale plummet april
1088,1088,UK manufacturing sector at lowest level ever,NEG,uk manufacturing sector lowest level ever
1089,1089,UK services sector sees unprecedented collapse,NEG,uk service sector see unprecedented collapse
1090,1090,UK construction PMI at all-time low,NEG,pmi uk construction low
1091,1091,UK retail footfall down 90% in April,NEG,uk retail footfall april
1092,1092,UK GDP shrinks by 20% in April,NEG,uk gdp shrink april
1093,1093,UK retail sales drop by 19.1% in April,NEG,uk retail sale drop april
1094,1094,UK manufacturing output at lowest since 2008,NEG,uk manufacturing output lowest since
1095,1095,UK services PMI at historic low,NEG,pmi uk service historic low
1096,1096,UK construction output at record low,NEG,uk construction output record low
1097,1097,UK retail sales plummet to historic lows,NEG,uk retail sale plummet historic low
1098,1098,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1099,1099,UK government borrowing hits record £62bn,NEG,uk government borrowing hit record
1100,1100,UK economy shrinks at fastest pace in a century,NEG,uk economy shrink fastest pace century
1101,1101,UK retail sales drop by 18.4% in April,NEG,uk retail sale drop april
1102,1102,UK manufacturing PMI at lowest level in decades,NEG,pmi uk manufacturing lowest level decade
1103,1103,UK services sector activity at lowest since 1996,NEG,uk service sector activity lowest since
1104,1104,UK construction PMI at historic low,NEG,pmi uk construction historic low
1105,1105,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1106,1106,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1107,1107,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1108,1108,UK manufacturing output crashes in April,NEG,uk manufacturing output crash april
1109,1109,UK services PMI at all-time low,NEG,pmi uk service low
1110,1110,UK construction output at lowest level in decades,NEG,uk construction output lowest level decade
1111,1111,UK retail sales plummet by 20% in April,NEG,uk retail sale plummet april
1112,1112,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1113,1113,UK government borrowing hits £51.7bn in April,NEG,uk government borrowing hit april
1114,1114,UK economy shrinks at unprecedented rate,NEG,uk economy shrink unprecedented rate
1115,1115,UK retail sales drop to lowest in decades,NEG,uk retail sale drop lowest decade
1116,1116,UK manufacturing PMI at record low,NEG,pmi uk manufacturing record low
1117,1117,UK services sector activity at historic low,NEG,uk service sector activity historic low
1118,1118,UK construction PMI at lowest level ever,NEG,pmi uk construction lowest level ever
1119,1119,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1120,1120,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1121,1121,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1122,1122,UK manufacturing output crashes to lowest in 30 years,NEG,uk manufacturing output crash lowest year
1123,1123,UK services PMI at lowest level since 1996,NEG,pmi uk service lowest level since
1124,1124,UK construction output at historic low,NEG,uk construction output historic low
1125,1125,UK retail sales crash by 20% in April,NEG,uk retail sale crash april
1126,1126,"UK unemployment claims surge by 856,000",NEG,uk unemployment claim surge
1127,1127,UK economy faces deepest recession in centuries,NEG,uk economy face deepest recession century
1128,1128,UK retail sales plummet by 18.1% in April,NEG,uk retail sale plummet april
1129,1129,UK manufacturing sector at lowest level ever,NEG,uk manufacturing sector lowest level ever
1130,1130,UK services sector sees unprecedented collapse,NEG,uk service sector see unprecedented collapse
1131,1131,UK construction PMI at all-time low,NEG,pmi uk construction low
1132,1132,UK retail footfall down 90% in April,NEG,uk retail footfall april
1133,1133,UK GDP shrinks by 20% in April,NEG,uk gdp shrink april
1134,1134,UK retail sales drop by 19.1% in April,NEG,uk retail sale drop april
1135,1135,UK manufacturing output at lowest since 2008,NEG,uk manufacturing output lowest since
1136,1136,UK services PMI at historic low,NEG,pmi uk service historic low
1137,1137,UK construction output at record low,NEG,uk construction output record low
1138,1138,UK retail sales plummet to historic lows,NEG,uk retail sale plummet historic low
1139,1139,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1140,1140,UK government borrowing hits record £62bn,NEG,uk government borrowing hit record
1141,1141,UK economy shrinks at fastest pace in a century,NEG,uk economy shrink fastest pace century
1142,1142,UK retail sales drop by 18.4% in April,NEG,uk retail sale drop april
1143,1143,UK manufacturing PMI at lowest level in decades,NEG,pmi uk manufacturing lowest level decade
1144,1144,UK services sector activity at lowest since 1996,NEG,uk service sector activity lowest since
1145,1145,UK construction PMI at historic low,NEG,pmi uk construction historic low
1146,1146,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1147,1147,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1148,1148,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1149,1149,UK manufacturing output crashes in April,NEG,uk manufacturing output crash april
1150,1150,UK services PMI at all-time low,NEG,pmi uk service low
1151,1151,UK construction output at lowest level in decades,NEG,uk construction output lowest level decade
1152,1152,UK retail sales plummet by 20% in April,NEG,uk retail sale plummet april
1153,1153,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1154,1154,UK government borrowing hits £51.7bn in April,NEG,uk government borrowing hit april
1155,1155,UK economy shrinks at unprecedented rate,NEG,uk economy shrink unprecedented rate
1156,1156,UK retail sales drop to lowest in decades,NEG,uk retail sale drop lowest decade
1157,1157,UK manufacturing PMI at record low,NEG,pmi uk manufacturing record low
1158,1158,UK services sector activity at historic low,NEG,uk service sector activity historic low
1159,1159,UK construction PMI at lowest level ever,NEG,pmi uk construction lowest level ever
1160,1160,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1161,1161,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1162,1162,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1163,1163,UK manufacturing output crashes to lowest in 30 years,NEG,uk manufacturing output crash lowest year
1164,1164,UK services PMI at lowest level since 1996,NEG,pmi uk service lowest level since
1165,1165,UK construction output at historic low,NEG,uk construction output historic low
1166,1166,UK retail sales crash by 20% in April,NEG,uk retail sale crash april
1167,1167,"UK unemployment claims surge by 856,000",NEG,uk unemployment claim surge
1168,1168,UK economy faces deepest recession in centuries,NEG,uk economy face deepest recession century
1169,1169,UK retail sales plummet by 18.1% in April,NEG,uk retail sale plummet april
1170,1170,UK manufacturing sector at lowest level ever,NEG,uk manufacturing sector lowest level ever
1171,1171,UK services sector sees unprecedented collapse,NEG,uk service sector see unprecedented collapse
1172,1172,UK construction PMI at all-time low,NEG,pmi uk construction low
1173,1173,UK retail footfall down 90% in April,NEG,uk retail footfall april
1174,1174,UK GDP shrinks by 20% in April,NEG,uk gdp shrink april
1175,1175,UK retail sales drop by 19.1% in April,NEG,uk retail sale drop april
1176,1176,UK manufacturing output at lowest since 2008,NEG,uk manufacturing output lowest since
1177,1177,UK services PMI at historic low,NEG,pmi uk service historic low
1178,1178,UK construction output at record low,NEG,uk construction output record low
1179,1179,UK retail sales plummet to historic lows,NEG,uk retail sale plummet historic low
1180,1180,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1181,1181,UK government borrowing hits record £62bn,NEG,uk government borrowing hit record
1182,1182,UK economy shrinks at fastest pace in a century,NEG,uk economy shrink fastest pace century
1183,1183,UK retail sales drop by 18.4% in April,NEG,uk retail sale drop april
1184,1184,UK manufacturing PMI at lowest level in decades,NEG,pmi uk manufacturing lowest level decade
1185,1185,UK services sector activity at lowest since 1996,NEG,uk service sector activity lowest since
1186,1186,UK construction PMI at historic low,NEG,pmi uk construction historic low
1187,1187,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1188,1188,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1189,1189,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1190,1190,UK manufacturing output crashes in April,NEG,uk manufacturing output crash april
1191,1191,UK services PMI at all-time low,NEG,pmi uk service low
1192,1192,UK construction output at lowest level in decades,NEG,uk construction output lowest level decade
